,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,popularity,speechiness,tempo,valence,music_genre
40638,0.894,0.508,0.126,0.867,0.102,-20.839,0,45.0,0.0374,103.993,0.3989999999999999,Classical
40864,0.889,0.1889999999999999,0.349,0.8059999999999999,0.35,-16.035,0,33.0,0.0435,135.34,0.0722,Classical
40703,0.995,0.241,0.0381,0.905,0.0838,-27.813,0,44.0,0.0509,70.682,0.1159999999999999,Classical
41380,0.996,0.212,0.0458,0.845,0.11,-13.128,0,44.0,0.0431,76.854,0.247,Classical
43734,0.8859999999999999,0.351,0.2019999999999999,0.0771,0.239,-19.204,1,26.0,0.0789,85.443,0.1969999999999999,Classical
42183,0.792,0.155,0.00303,0.7759999999999999,0.0909,-35.727,0,0.0,0.0422,107.348,0.0674,Classical
43551,0.987,0.201,0.2019999999999999,0.551,0.238,-18.062,0,4.0,0.0381,75.306,0.0534,Classical
41837,0.991,0.203,0.0311,0.00251,0.0807,-31.284,1,30.0,0.0542,102.523,0.0345,Classical
40852,0.969,0.243,0.0112,0.8420000000000001,0.0839,-28.582,1,29.0,0.0381,84.809,0.1669999999999999,Classical
42699,0.972,0.0992,0.00845,0.923,0.0806,-35.6,1,48.0,0.0383,84.78,0.0374,Classical
43304,0.899,0.474,0.276,0.0049,0.206,-17.277,1,40.0,0.0388,79.083,0.653,Classical
44251,0.922,0.238,0.223,0.000741,0.135,-12.825,1,39.0,0.038,116.286,0.109,Classical
40022,0.956,0.465,0.3,0.236,0.228,-22.123,1,15.0,0.0523,84.07600000000001,0.557,Classical
41321,0.983,0.177,0.0804,0.902,0.0742,-23.088,0,33.0,0.0362,69.055,0.04,Classical
43474,0.885,0.355,0.296,0.589,0.111,-10.407,1,40.0,0.0353,122.28299999999999,0.315,Classical
42831,0.98,0.102,0.184,0.988,0.2,-20.783,0,0.0,0.0384,90.60799999999999,0.3989999999999999,Classical
40168,0.933,0.211,0.00727,0.2289999999999999,0.0934,-25.978,0,41.0,0.0386,130.569,0.077,Classical
41584,0.982,0.342,0.0124,0.893,0.0541,-17.544,1,0.0,0.0509,72.92399999999999,0.0488,Classical
41661,0.905,0.44,0.131,0.0,0.355,-28.862,1,0.0,0.341,134.283,0.0888,Classical
44029,0.985,0.287,0.0273,0.00265,0.0723,-17.412,0,9.0,0.0442,96.456,0.207,Classical
43380,0.969,0.344,0.228,0.843,0.145,-19.27,0,36.0,0.0356,83.976,0.044,Classical
40248,0.918,0.271,0.2189999999999999,0.0273,0.093,-16.128,1,34.0,0.0295,81.141,0.16,Classical
43346,7.929999999999999e-05,0.29,0.982,0.0,0.316,-2.358,0,40.0,0.0841,90.131,0.366,Classical
42573,0.00301,0.456,0.95,4.92e-05,0.0767,-6.251,0,44.0,0.0835,91.081,0.395,Classical
44365,0.955,0.27,0.113,0.92,0.128,-19.984,1,29.0,0.0379,128.254,0.0504,Classical
43612,0.99,0.2289999999999999,0.0277,0.936,0.159,-29.003,0,34.0,0.0369,94.749,0.0703,Classical
44679,0.995,0.368,0.0553,0.8909999999999999,0.0808,-23.443,0,27.0,0.0544,136.121,0.0407,Classical
42655,0.977,0.179,0.0869,0.00842,0.14,-21.333,0,35.0,0.0402,83.103,0.0338,Classical
41678,0.983,0.1639999999999999,0.149,0.938,0.109,-17.711,0,47.0,0.0414,95.359,0.0337,Classical
42029,0.976,0.4039999999999999,0.256,0.73,0.1159999999999999,-16.633,0,23.0,0.0341,148.665,0.541,Classical
41498,0.996,0.23,0.0117,0.8740000000000001,0.1159999999999999,-34.041,1,31.0,0.0576,164.15,0.151,Classical
41204,0.994,0.537,0.0101,0.925,0.0766,-29.277,0,38.0,0.0754,70.914,0.14,Classical
42583,0.991,0.368,0.123,0.928,0.114,-21.931,0,27.0,0.036,136.968,0.363,Classical
42784,0.972,0.359,0.196,0.000439,0.0559999999999999,-15.129,0,34.0,0.0556,98.30799999999999,0.183,Classical
40490,0.937,0.122,0.0571,0.946,0.107,-20.237,1,34.0,0.038,86.211,0.0277,Classical
44675,0.995,0.38,0.181,0.777,0.177,-21.9,1,25.0,0.0498,127.52,0.764,Classical
40722,0.993,0.253,0.0586,0.938,0.139,-27.253,0,28.0,0.0439,111.20100000000001,0.172,Classical
40872,0.944,0.422,0.271,0.935,0.148,-15.292,0,30.0,0.0345,147.783,0.461,Classical
40802,0.972,0.346,0.102,0.742,0.196,-19.79,0,31.0,0.0514,141.312,0.356,Classical
42347,0.969,0.148,0.0837,0.949,0.159,-23.472,0,24.0,0.0394,77.01100000000001,0.0526,Classical
43531,0.966,0.508,0.1369999999999999,0.8420000000000001,0.0934,-24.041,0,32.0,0.0441,97.931,0.3339999999999999,Classical
41836,0.986,0.2739999999999999,0.0843,0.00232,0.174,-19.028,0,49.0,0.0731,73.044,0.0768,Classical
44576,0.992,0.351,0.0269,0.878,0.1159999999999999,-28.267,1,52.0,0.0378,68.506,0.0899,Classical
44085,0.974,0.212,0.0119,0.737,0.127,-35.609,1,38.0,0.0384,91.46,0.0423,Classical
44779,0.956,0.161,0.0836,0.8490000000000001,0.0988,-24.52,0,28.0,0.0485,91.84700000000001,0.0329,Classical
43370,0.958,0.579,0.472,0.885,0.104,-15.192,0,28.0,0.0541,101.96799999999999,0.308,Classical
43067,0.994,0.168,0.0883,0.9,0.0791,-21.329,0,34.0,0.0515,67.738,0.174,Classical
40902,0.962,0.207,0.106,0.138,0.127,-18.548,1,2.0,0.0412,110.03200000000001,0.0434,Classical
40098,0.948,0.0704,0.0657,0.8740000000000001,0.108,-19.466,0,48.0,0.0387,61.016999999999996,0.0361,Classical
40915,0.972,0.16,0.144,0.862,0.0558,-16.172,0,38.0,0.0393,132.408,0.0396,Classical
43747,0.99,0.317,0.0137,0.7879999999999999,0.0779,-36.803,0,31.0,0.0582,71.399,0.0661,Classical
41957,0.991,0.3329999999999999,0.00256,0.935,0.0544,-40.295,0,47.0,0.0782,87.007,0.0933,Classical
43689,0.925,0.215,0.187,0.693,0.0815,-16.925,0,34.0,0.0419,101.413,0.0498,Classical
41809,0.918,0.1009999999999999,0.0792,0.0505,0.62,-25.364,0,0.0,0.0419,89.712,0.0362,Classical
40418,0.504,0.43,0.371,0.971,0.0819,-17.637,0,31.0,0.0398,125.51899999999999,0.0372,Classical
43458,0.958,0.523,0.235,0.911,0.149,-17.206,0,32.0,0.0342,108.82799999999999,0.723,Classical
40962,0.981,0.534,0.057,0.000134,0.111,-15.512,1,26.0,0.0428,119.32799999999999,0.33,Classical
44268,0.73,0.451,0.3389999999999999,0.0315,0.15,-14.723,1,35.0,0.0306,132.065,0.273,Classical
44541,0.989,0.662,0.177,0.9,0.186,-20.476,0,44.0,0.0601,118.06,0.631,Classical
41493,0.993,0.361,0.175,0.222,0.125,-14.302,1,41.0,0.0428,117.646,0.157,Classical
41392,0.266,0.1119999999999999,0.208,0.919,0.0765,-19.128,1,31.0,0.0378,89.694,0.0392,Classical
43156,0.965,0.331,0.0033,0.0,0.142,-29.094,1,31.0,0.044,83.79299999999999,0.261,Classical
41086,0.892,0.144,0.213,0.8859999999999999,0.0706,-16.016,0,36.0,0.0352,140.011,0.0433,Classical
42832,0.983,0.176,0.0287,0.472,0.0637,-28.182,0,44.0,0.049,63.335,0.0378,Classical
41693,0.982,0.295,0.0225,0.889,0.192,-30.914,0,50.0,0.0448,67.22800000000001,0.0397,Classical
44908,0.991,0.3829999999999999,0.213,0.91,0.152,-24.169,0,31.0,0.0543,69.842,0.351,Classical
42247,0.992,0.286,0.00451,0.969,0.125,-35.607,0,32.0,0.0386,135.483,0.0541,Classical
41236,0.991,0.2189999999999999,0.1889999999999999,0.8909999999999999,0.149,-19.183,1,37.0,0.0341,62.532,0.08,Classical
42765,0.995,0.354,0.00667,0.909,0.109,-28.652,1,29.0,0.0455,79.675,0.0926,Classical
44700,0.758,0.226,0.0566,0.0008789999999999,0.0819999999999999,-21.481,0,26.0,0.0493,64.265,0.236,Classical
42182,0.979,0.348,0.263,0.922,0.42,-18.944000000000003,0,37.0,0.0373,138.893,0.37,Classical
40811,0.988,0.299,0.16,0.926,0.0836,-27.28,0,19.0,0.0411,85.09,0.16,Classical
40641,0.99,0.473,0.1639999999999999,0.792,0.1689999999999999,-19.871,0,0.0,0.0585,122.46700000000001,0.0827,Classical
44803,0.964,0.155,0.163,0.0166,0.0769,-16.096,0,46.0,0.0479,173.94099999999997,0.0383,Classical
42037,0.976,0.12,0.1009999999999999,0.868,0.115,-18.081,1,38.0,0.0379,87.39200000000001,0.0385,Classical
41898,0.878,0.327,0.198,0.789,0.0605,-17.93,0,33.0,0.0452,106.521,0.293,Classical
42464,0.911,0.0671,0.0777,0.852,0.0947,-24.175,0,36.0,0.0424,73.277,0.0382,Classical
40650,0.995,0.509,0.0515,0.925,0.0828,-25.597,0,29.0,0.0641,94.24700000000001,0.18,Classical
42591,0.985,0.569,0.076,0.0,0.44,-21.522,0,4.0,0.294,78.024,0.377,Classical
42739,0.917,0.0754,0.0693,0.8959999999999999,0.363,-23.716,0,39.0,0.0413,77.58800000000001,0.0363,Classical
42208,0.988,0.174,0.0385,2.24e-05,0.0988,-29.203000000000003,0,12.0,0.0452,78.67399999999999,0.0356,Classical
43807,0.965,0.172,0.1889999999999999,0.0318,0.318,-15.174,0,38.0,0.0426,91.619,0.0386,Classical
44304,0.963,0.231,0.133,0.659,0.135,-20.274,0,47.0,0.0437,122.23899999999999,0.0564,Classical
42782,0.984,0.0768,0.0779,0.877,0.108,-25.68,0,32.0,0.0426,80.145,0.036,Classical
42123,0.987,0.1689999999999999,0.0378,0.0524,0.175,-24.96,1,42.0,0.0416,126.634,0.0311,Classical
42973,2.65e-05,0.487,0.978,0.000513,0.242,-4.15,0,38.0,0.0642,115.01,0.545,Classical
43258,0.963,0.409,0.264,0.748,0.237,-16.449,0,21.0,0.0366,93.264,0.414,Classical
40636,0.856,0.15,0.113,0.873,0.1009999999999999,-21.488000000000003,0,37.0,0.0465,78.04,0.121,Classical
44682,0.7929999999999999,0.39,0.0782,0.764,0.607,-24.988000000000003,0,0.0,0.0488,124.551,0.41,Classical
41677,0.985,0.354,0.0787,0.878,0.0656,-21.065,0,22.0,0.0357,78.65,0.221,Classical
44167,0.987,0.433,0.336,0.902,0.11,-17.128,1,39.0,0.0298,87.62799999999999,0.557,Classical
44856,0.982,0.273,0.0558,0.959,0.118,-23.829,1,29.0,0.0514,60.77,0.551,Classical
40929,6.47e-05,0.416,0.945,0.000162,0.306,-4.931,0,40.0,0.0758,154.92,0.449,Classical
44841,0.74,0.115,0.135,0.887,0.102,-17.691,1,24.0,0.0385,83.68700000000001,0.119,Classical
40943,0.981,0.174,0.0289,0.8290000000000001,0.0817,-25.038,0,29.0,0.0391,72.847,0.0315,Classical
41172,0.0166,0.292,0.987,5.05e-06,0.0883,-4.46,1,25.0,0.139,155.36700000000002,0.353,Classical
42528,0.991,0.3979999999999999,0.142,0.931,0.0918,-23.082,0,18.0,0.0666,117.064,0.698,Classical
43306,0.988,0.241,0.0518,0.957,0.0834,-32.2,0,34.0,0.0453,89.585,0.0875,Classical
40330,0.00402,0.555,0.8859999999999999,0.0,0.0773,-4.155,0,38.0,0.0364,94.988,0.72,Classical
43107,0.000989,0.487,0.8320000000000001,0.725,0.5429999999999999,-10.831,0,35.0,0.13,140.639,0.483,Classical
42013,0.971,0.36,0.0775,0.906,0.146,-25.674,0,38.0,0.0597,89.31200000000001,0.616,Classical
44579,0.987,0.416,0.0508,0.912,0.12,-25.644,0,30.0,0.0478,105.31,0.659,Classical
43848,0.0349,0.198,0.687,0.893,0.154,-13.29,1,41.0,0.0467,113.241,0.299,Classical
43027,0.986,0.295,0.0184,0.794,0.1,-29.027,0,30.0,0.0475,71.542,0.0801,Classical
40832,0.972,0.2289999999999999,0.306,0.875,0.0862,-17.855,1,34.0,0.0374,96.40100000000001,0.147,Classical
44186,0.976,0.408,0.163,0.892,0.0873,-21.06,0,24.0,0.0365,100.85700000000001,0.363,Classical
44812,0.944,0.369,0.0819,0.465,0.5920000000000001,-19.679,0,0.0,0.0392,133.743,0.423,Classical
40414,0.993,0.3939999999999999,0.216,0.8959999999999999,0.1,-16.566,1,35.0,0.0348,113.596,0.176,Classical
41767,0.959,0.437,0.0803,0.585,0.113,-23.43,0,27.0,0.0364,97.336,0.268,Classical
40289,0.959,0.445,0.272,0.87,0.0726,-15.68,0,26.0,0.0489,157.666,0.6920000000000001,Classical
43167,0.974,0.501,0.122,0.0199,0.196,-20.231,0,18.0,0.0581,81.066,0.457,Classical
43715,0.831,0.402,0.0956,0.0,0.4,-24.119,0,20.0,0.066,99.07700000000001,0.608,Classical
42588,0.904,0.489,0.307,0.631,0.352,-11.157,0,35.0,0.0347,113.501,0.85,Classical
40354,0.914,0.193,0.00327,0.0901,0.0625,-39.433,0,0.0,0.0407,88.647,0.0564,Classical
42287,0.972,0.17,0.108,0.0715,0.153,-16.625999999999998,0,43.0,0.0424,74.536,0.0792,Classical
42022,0.0534,0.462,0.628,0.00025,0.12,-5.659,0,61.0,0.0274,140.049,0.0981,Classical
44352,0.978,0.4539999999999999,0.103,0.191,0.051,-21.23,0,32.0,0.054,130.938,0.51,Classical
41459,0.978,0.139,0.0676,0.7170000000000001,0.0399,-25.826,0,33.0,0.0405,87.28200000000001,0.0376,Classical
44249,0.982,0.063,0.0579999999999999,0.843,0.089,-35.57,0,30.0,0.0414,75.047,0.0477,Classical
43100,0.99,0.309,0.0218,0.86,0.0956,-27.531,0,38.0,0.0362,61.551,0.0961,Classical
41103,0.8809999999999999,0.427,0.38,0.414,0.12,-13.799,0,33.0,0.0376,121.695,0.39,Classical
43513,0.983,0.3289999999999999,0.13,0.7959999999999999,0.081,-22.558000000000003,0,12.0,0.0426,105.184,0.267,Classical
42544,0.905,0.218,0.228,0.923,0.1,-23.047,1,29.0,0.0465,65.985,0.0399,Classical
40492,0.918,0.289,0.2239999999999999,0.911,0.346,-16.778,0,0.0,0.0351,103.79700000000001,0.337,Classical
40356,0.964,0.319,0.298,0.9,0.0927,-13.213,1,40.0,0.0444,91.46,0.21,Classical
44090,0.000226,0.515,0.818,0.148,0.18,-6.323,0,44.0,0.0462,153.06,0.213,Classical
43893,0.987,0.275,0.0637,0.807,0.1169999999999999,-21.47,0,36.0,0.0374,96.208,0.12,Classical
42486,0.00316,0.18,0.882,0.597,0.128,-10.28,1,37.0,0.0419,133.155,0.402,Classical
44354,0.993,0.508,0.0539,0.7140000000000001,0.128,-26.079,0,32.0,0.0462,92.911,0.113,Classical
43654,0.978,0.484,0.221,0.65,0.1,-19.409,1,29.0,0.0482,82.594,0.515,Classical
43906,0.8290000000000001,0.441,0.319,0.0,0.0765,-13.99,0,58.0,0.0392,99.419,0.6709999999999999,Classical
43669,0.956,0.482,0.223,0.0435,0.0872,-13.864,1,29.0,0.0401,157.131,0.295,Classical
40911,0.966,0.2739999999999999,0.0347,0.557,0.0933,-23.873,1,9.0,0.0474,87.667,0.0999,Classical
44459,0.979,0.118,0.00417,0.875,0.0505,-35.567,0,30.0,0.043,95.40100000000001,0.0381,Classical
41031,0.7190000000000001,0.186,0.0439,0.276,0.185,-28.438,1,23.0,0.0368,107.29700000000001,0.0377,Classical
43259,0.984,0.296,0.185,0.81,0.141,-18.319000000000003,0,38.0,0.0339,132.811,0.138,Classical
40176,0.937,0.1159999999999999,0.17,0.74,0.105,-21.078000000000003,0,28.0,0.0436,80.372,0.0386,Classical
42211,0.993,0.267,0.0641,0.905,0.171,-27.148000000000003,0,31.0,0.0447,73.05,0.171,Classical
42749,0.991,0.3229999999999999,0.0912,0.916,0.084,-23.922,0,23.0,0.0469,78.65100000000001,0.3829999999999999,Classical
41121,1.75e-05,0.415,0.889,3.61e-05,0.287,-4.914,1,39.0,0.0405,149.999,0.4479999999999999,Classical
43787,0.63,0.601,0.47,6.99e-05,0.281,-13.341,1,32.0,0.0291,110.735,0.88,Classical
43055,0.856,0.429,0.331,0.000222,0.103,-16.516,1,11.0,0.0381,119.85600000000001,0.6890000000000001,Classical
42959,0.995,0.445,0.157,0.71,0.1669999999999999,-21.018,0,27.0,0.161,76.335,0.207,Classical
43496,0.7090000000000001,0.142,0.271,0.892,0.126,-12.26,0,43.0,0.0321,165.095,0.0962,Classical
41918,0.994,0.3379999999999999,0.0125,0.912,0.065,-31.286,0,28.0,0.062,168.218,0.047,Classical
44468,0.994,0.1939999999999999,0.0442,0.862,0.0978,-28.962,0,2.0,0.0396,168.715,0.123,Classical
42114,0.954,0.267,0.0563,0.764,0.58,-22.103,0,28.0,0.0398,88.56,0.182,Classical
41558,0.928,0.109,0.13,0.87,0.0941,-15.702,0,43.0,0.0383,78.686,0.0365,Classical
40353,0.921,0.289,0.1969999999999999,0.00077,0.314,-18.424,1,37.0,0.0341,140.466,0.584,Classical
43429,0.919,0.31,0.0488,0.000548,0.0535,-23.15,0,0.0,0.0569,136.934,0.317,Classical
44039,0.726,0.377,0.111,0.7070000000000001,0.109,-17.324,0,30.0,0.0588,96.68799999999999,0.1369999999999999,Classical
41575,0.883,0.265,0.118,0.531,0.142,-17.646,0,41.0,0.0402,156.092,0.207,Classical
41014,0.978,0.0729,0.241,0.978,0.0654,-16.743,1,39.0,0.0409,77.101,0.0336,Classical
40894,0.000264,0.492,0.985,2.62e-05,0.125,-5.106,0,34.0,0.135,150.003,0.18,Classical
41922,0.552,0.356,0.4039999999999999,0.3279999999999999,0.0734,-9.321,0,42.0,0.0406,151.935,0.125,Classical
43234,0.907,0.249,0.0773,0.893,0.0954,-22.298,1,24.0,0.037,111.181,0.0386,Classical
41417,0.973,0.4029999999999999,0.092,0.595,0.1939999999999999,-24.312,0,22.0,0.0382,130.786,0.396,Classical
43944,0.972,0.573,0.0221,0.0,0.1169999999999999,-12.31,0,13.0,0.0557,81.792,0.213,Classical
41858,0.000221,0.392,0.936,0.8390000000000001,0.407,-6.532,0,55.0,0.0849,167.333,0.564,Classical
42761,0.981,0.355,0.0613,0.862,0.157,-20.56,0,0.0,0.0323,104.601,0.331,Classical
44883,0.995,0.282,0.0178,0.915,0.0749,-33.903,0,33.0,0.0423,112.53399999999999,0.198,Classical
44616,0.992,0.327,0.0386,0.9,0.0907,-26.009,0,27.0,0.0444,115.038,0.212,Classical
40553,0.986,0.239,0.0607,0.685,0.113,-22.497,1,44.0,0.0417,38.137,0.0372,Classical
42945,0.996,0.255,0.00899,0.92,0.104,-35.243,1,43.0,0.04,68.704,0.0619,Classical
42101,0.994,0.253,0.06,0.919,0.111,-25.031,0,32.0,0.0447,76.266,0.315,Classical
40503,0.865,0.532,0.132,0.159,0.166,-15.890999999999998,0,52.0,0.047,89.321,0.332,Classical
43441,0.969,0.309,0.153,0.000562,0.0847,-15.604,0,4.0,0.0408,143.64,0.141,Classical
44236,0.968,0.288,0.0519,0.3979999999999999,0.106,-26.188,1,0.0,0.0583,84.62,0.0733,Classical
43260,0.492,0.0834,0.155,0.8540000000000001,0.121,-12.438,0,31.0,0.0356,85.335,0.0354,Classical
40985,0.967,0.358,0.0166,0.0,0.255,-28.534,0,0.0,0.0691,40.171,0.5539999999999999,Classical
41828,0.956,0.428,0.3329999999999999,3.72e-05,0.264,-20.005,0,0.0,0.318,76.225,0.253,Classical
40777,0.989,0.447,0.0688,0.934,0.092,-26.932,1,36.0,0.0348,112.62799999999999,0.321,Classical
40205,0.995,0.3379999999999999,0.00703,0.945,0.0953,-29.223000000000003,0,21.0,0.0379,136.865,0.0769,Classical
40782,0.985,0.252,0.0475,0.6509999999999999,0.275,-23.662,0,31.0,0.0424,102.391,0.0942,Classical
42052,0.785,0.183,0.131,0.899,0.121,-17.785,1,44.0,0.0401,111.851,0.0543,Classical
40592,0.78,0.253,0.11,0.773,0.0643,-22.089,1,30.0,0.0391,83.663,0.133,Classical
43275,0.959,0.316,0.236,0.865,0.154,-17.918,1,31.0,0.0398,65.892,0.207,Classical
43407,0.6940000000000001,0.241,0.0043799999999999,0.000239,0.0834,-39.996,1,0.0,0.0419,116.51,0.103,Classical
43393,0.99,0.417,0.0315,0.908,0.0926,-31.32,0,0.0,0.0454,129.928,0.211,Classical
40540,0.945,0.472,0.172,0.0,0.205,-15.547,0,4.0,0.0964,137.356,0.373,Classical
41876,0.907,0.1939999999999999,0.2769999999999999,0.946,0.639,-16.215,1,0.0,0.0516,86.73,0.08,Classical
40845,0.989,0.304,0.0589,0.921,0.0951,-22.829,1,31.0,0.0425,126.77,0.1,Classical
42938,0.00366,0.417,0.8909999999999999,4.84e-05,0.2319999999999999,-4.55,1,42.0,0.0497,74.99,0.478,Classical
41115,0.985,0.366,0.347,0.841,0.109,-17.584,0,25.0,0.0416,93.72200000000001,0.483,Classical
42641,0.984,0.065,0.0218,0.912,0.102,-29.65,1,23.0,0.0487,61.11,0.0811,Classical
40048,0.994,0.527,0.0291,0.917,0.0959,-31.347,0,47.0,0.0741,99.331,0.28,Classical
43521,0.958,0.369,0.309,0.000242,0.253,-13.54,0,3.0,0.0594,140.407,0.4029999999999999,Classical
40573,0.954,0.092,0.114,0.541,0.122,-21.167,1,36.0,0.0442,84.632,0.0407,Classical
41186,0.992,0.596,0.0354,0.899,0.107,-24.823,0,24.0,0.102,78.83,0.5870000000000001,Classical
43093,0.968,0.414,0.109,0.8909999999999999,0.129,-20.765,0,35.0,0.0355,115.634,0.427,Classical
40264,0.917,0.166,0.2269999999999999,0.914,0.115,-19.427,0,30.0,0.0596,82.309,0.0903,Classical
40171,0.8440000000000001,0.281,0.0732,0.613,0.118,-19.596,0,28.0,0.0415,78.03699999999999,0.259,Classical
41908,0.993,0.359,0.282,0.902,0.111,-13.651,1,48.0,0.0358,106.323,0.177,Classical
40699,0.995,0.302,0.00448,0.84,0.045,-31.704,0,44.0,0.0463,71.056,0.0452,Classical
44954,0.957,0.32,0.0309,0.00206,0.155,-25.013,1,0.0,0.0411,124.555,0.0786,Classical
43723,0.000333,0.477,0.8590000000000001,0.000155,0.265,-8.625,0,63.0,0.0387,91.009,0.629,Classical
44081,0.989,0.184,0.367,0.611,0.655,-15.824000000000002,1,4.0,0.0508,83.48299999999999,0.125,Classical
44062,0.97,0.276,0.0639,0.0,0.2769999999999999,-28.089,0,0.0,0.0544,85.727,0.0601,Classical
44907,0.988,0.26,0.318,0.927,0.172,-18.132,1,32.0,0.0303,64.664,0.281,Classical
41996,0.98,0.21,0.0794,0.748,0.108,-22.497,0,31.0,0.0528,66.628,0.419,Classical
43514,0.992,0.28,0.0058,0.795,0.0613,-36.734,0,45.0,0.0493,75.931,0.0395,Classical
41930,0.8540000000000001,0.0819,0.134,0.912,0.123,-21.521,1,43.0,0.0409999999999999,81.592,0.0374,Classical
41060,0.918,0.158,0.08,0.954,0.081,-17.930999999999997,0,49.0,0.0441,108.62899999999999,0.0427,Classical
40377,0.986,0.236,0.047,0.88,0.0928,-23.311,1,28.0,0.0374,108.211,0.093,Classical
42897,0.00937,0.529,0.938,0.0203,0.0488,-4.625,1,36.0,0.155,117.988,0.193,Classical
44340,0.963,0.246,0.0936,0.884,0.113,-20.937,1,0.0,0.0696,66.532,0.413,Classical
40660,0.00109,0.457,0.6970000000000001,0.907,0.0653,-5.928999999999999,0,40.0,0.0522,162.504,0.6729999999999999,Classical
42657,0.96,0.261,0.105,0.872,0.1689999999999999,-21.878,1,0.0,0.0364,142.786,0.151,Classical
42109,0.994,0.278,0.0639,0.8540000000000001,0.145,-26.472,0,44.0,0.0553,66.923,0.175,Classical
42490,0.16,0.578,0.861,0.861,0.207,-5.901,0,22.0,0.0386,121.988,0.213,Classical
41383,0.98,0.294,0.152,0.957,0.113,-19.927,0,0.0,0.0385,84.087,0.319,Classical
43576,0.97,0.4379999999999999,0.209,0.907,0.0918,-14.845,0,0.0,0.0371,120.741,0.569,Classical
40867,0.996,0.332,0.008,0.902,0.108,-37.226,1,30.0,0.055,130.707,0.177,Classical
40138,0.99,0.207,0.0284,0.898,0.0819,-26.789,0,22.0,0.033,80.241,0.122,Classical
43835,0.6629999999999999,0.0969,0.291,0.914,0.11,-17.27,1,35.0,0.0476,80.065,0.0347,Classical
42717,0.988,0.231,0.0337,0.938,0.108,-28.199,0,37.0,0.0407,78.14699999999999,0.074,Classical
44932,0.0258,0.511,0.941,3.06e-05,0.363,-5.17,0,33.0,0.0714,105.15,0.15,Classical
42002,0.969,0.332,0.0969,0.88,0.142,-20.306,0,36.0,0.0539,90.272,0.255,Classical
42659,0.991,0.247,0.0414,0.867,0.0817,-26.334,0,27.0,0.0413,52.784,0.0565,Classical
44182,0.985,0.272,0.0316,0.857,0.146,-24.567,0,9.0,0.0345,139.433,0.126,Classical
41805,0.0294,0.363,0.77,0.0002299999999999,0.0835,-5.261,0,41.0,0.0623,131.905,0.178,Classical
43095,0.8320000000000001,0.5329999999999999,0.537,0.0202,0.1009999999999999,-10.021,1,29.0,0.0268,160.061,0.181,Classical
44496,0.947,0.364,0.0816,0.247,0.114,-23.028,0,21.0,0.0422,126.335,0.309,Classical
40322,0.8109999999999999,0.318,0.255,0.225,0.7290000000000001,-20.55,0,0.0,0.0833,91.98700000000001,0.366,Classical
42741,0.992,0.312,0.00258,0.862,0.11,-34.267,1,46.0,0.0406,80.282,0.0942,Classical
42553,0.833,0.102,0.00422,0.373,0.1169999999999999,-31.252,0,42.0,0.0443,85.73,0.0396,Classical
41200,0.992,0.4429999999999999,0.134,0.882,0.0774,-20.845,0,27.0,0.0373,118.973,0.336,Classical
41783,0.967,0.356,0.0135,0.973,0.1159999999999999,-34.352,0,47.0,0.0326,133.311,0.185,Classical
44461,0.992,0.3879999999999999,0.0175,0.000453,0.0635,-28.001,1,31.0,0.0373,109.84899999999999,0.186,Classical
43562,0.929,0.457,0.182,0.0318,0.103,-19.423,0,38.0,0.0362,120.21700000000001,0.3429999999999999,Classical
41180,0.977,0.166,0.0183,0.509,0.0731,-27.084,1,39.0,0.0476,83.565,0.036,Classical
40383,0.994,0.469,0.0128,0.937,0.0941,-36.856,0,62.0,0.119,72.765,0.354,Classical
43558,0.00663,0.6,0.662,0.902,0.151,-6.74,0,34.0,0.0292,93.992,0.386,Classical
42851,0.00297,0.536,0.7959999999999999,0.12,0.0559,-9.392,1,37.0,0.034,95.902,0.696,Classical
41456,0.99,0.176,0.0181,0.8440000000000001,0.0961,-26.027,1,30.0,0.0418,80.64399999999999,0.0362,Classical
42333,0.972,0.163,0.0586,0.915,0.118,-28.09,0,31.0,0.0452,131.045,0.0345,Classical
43504,0.987,0.235,0.00674,0.845,0.0719,-32.343,0,43.0,0.0504,56.64,0.0393,Classical
43914,0.921,0.3289999999999999,0.145,0.7809999999999999,0.154,-23.636,0,48.0,0.0499,169.94400000000002,0.0935,Classical
40258,0.64,0.3429999999999999,0.151,0.0,0.108,-12.146,0,50.0,0.0359,67.102,0.157,Classical
43805,0.888,0.242,0.195,0.619,0.108,-12.99,0,27.0,0.0454,81.95200000000001,0.239,Classical
41386,0.963,0.127,0.0425,0.7759999999999999,0.0804,-21.933000000000003,0,33.0,0.0375,89.37899999999999,0.036,Classical
40288,0.968,0.374,0.27,0.934,0.242,-15.228,0,25.0,0.039,126.54299999999999,0.259,Classical
43468,0.988,0.352,0.38,0.882,0.103,-14.878,0,34.0,0.0404,130.423,0.0397,Classical
40704,0.976,0.465,0.0811,0.591,0.325,-24.289,1,34.0,0.0551,102.904,0.15,Classical
44586,0.995,0.456,0.0108,0.961,0.1009999999999999,-28.383000000000003,0,0.0,0.0755,69.457,0.315,Classical
41634,0.949,0.0906,0.00555,0.983,0.106,-37.65,0,33.0,0.0603,57.238,0.0348,Classical
41907,0.98,0.351,0.0664,0.938,0.0903,-23.085,0,27.0,0.0391,116.413,0.0611,Classical
